Jacques Bonsergent;2.3611315892483544, 48.87066646803471;Gare de l'Est;2.35806459441865, 48.87616299446643;5 variant 4;9:20;35.19020347268381
Gare de l'Est;2.35806459441865, 48.87616299446643;Gare du Nord;2.357342884924845, 48.87968001223662;5 variant 4;5:57;22.42257651911816
Gare du Nord;2.357342884924845, 48.87968001223662;Stalingrad;2.367348121277192, 48.8841445128949;5 variant 4;8:10;30.818440791112483
Stalingrad;2.367348121277192, 48.8841445128949;Jaurès;2.371438959985608, 48.88302391342934;5 variant 4;2:18;8.655686229436052
Jaurès;2.371438959985608, 48.88302391342934;Laumière;2.3793909893523923, 48.88513384808583;5 variant 4;4:22;16.482258987588647
Laumière;2.3793909893523923, 48.88513384808583;Ourcq;2.386652016759884, 48.88691595319499;5 variant 4;3:49;14.36319063056946
Ourcq;2.386652016759884, 48.88691595319499;Porte de Pantin;2.3921229723281483, 48.88845921134684;5 variant 4;3:9;11.8896934866308
Porte de Pantin;2.3921229723281483, 48.88845921134684;Hoche;2.4032119887626737, 48.89128939386479;5 variant 4;6:0;22.646441173101085
Hoche;2.4032119887626737, 48.89128939386479;Église de Pantin;2.413119553706935, 48.893163974098265;5 variant 4;4:34;17.207352550021326
Église de Pantin;2.413119553706935, 48.893163974098265;Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;5 variant 4;6:3;22.784060278176423
Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;Bobigny Pablo Picasso;2.449301336646573, 48.90636679503056;5 variant 4;19:50;74.8545991121088
Campo-Formio;2.3587419566993457, 48.83554293374935;Saint-Marcel;2.3607218597176414, 48.83851244668392;5 variant 5;5:3;19.003196269659654
Saint-Marcel;2.3607218597176414, 48.83851244668392;Gare d'Austerlitz;2.364177310691832, 48.84340540952541;5 variant 5;8:19;31.337721752350955
Gare d'Austerlitz;2.364177310691832, 48.84340540952541;Quai de la Rapée;2.365992890937552, 48.84649085420337;5 variant 5;5:14;19.73347643382782
Quai de la Rapée;2.365992890937552, 48.84649085420337;Bastille;2.368922075646989, 48.85328747830434;5 variant 5;11:30;43.397232352491606
Bastille;2.368922075646989, 48.85328747830434;Bréguet-Sabin;2.3703346849773035, 48.8562178110506;5 variant 5;4:58;18.72416958858662
Bréguet-Sabin;2.3703346849773035, 48.8562178110506;Richard-Lenoir;2.3719501400872653, 48.85985966744055;5 variant 5;6:10;23.262552572011767
Richard-Lenoir;2.3719501400872653, 48.85985966744055;Oberkampf;2.3686045625807752, 48.86464456516527;5 variant 5;8:8;30.691118324804766
Oberkampf;2.3686045625807752, 48.86464456516527;République;2.3641925544688656, 48.867732931981166;5 variant 5;5:22;20.252288237891772
République;2.3641925544688656, 48.867732931981166;Jacques Bonsergent;2.3611315892483544, 48.87066646803471;5 variant 5;5:2;18.993784658677196
Jacques Bonsergent;2.3611315892483544, 48.87066646803471;Gare de l'Est;2.35806459441865, 48.87616299446643;5 variant 5;9:20;35.19020347268381
Gare de l'Est;2.35806459441865, 48.87616299446643;Gare du Nord;2.357342884924845, 48.87968001223662;5 variant 5;5:57;22.42257651911816
Gare du Nord;2.357342884924845, 48.87968001223662;Stalingrad;2.367348121277192, 48.8841445128949;5 variant 5;8:10;30.818440791112483
Stalingrad;2.367348121277192, 48.8841445128949;Jaurès;2.371438959985608, 48.88302391342934;5 variant 5;2:18;8.655686229436052
Jaurès;2.371438959985608, 48.88302391342934;Laumière;2.3793909893523923, 48.88513384808583;5 variant 5;4:22;16.482258987588647
Laumière;2.3793909893523923, 48.88513384808583;Ourcq;2.386652016759884, 48.88691595319499;5 variant 5;3:49;14.36319063056946
Ourcq;2.386652016759884, 48.88691595319499;Porte de Pantin;2.3921229723281483, 48.88845921134684;5 variant 5;3:9;11.8896934866308
Porte de Pantin;2.3921229723281483, 48.88845921134684;Hoche;2.4032119887626737, 48.89128939386479;5 variant 5;6:0;22.646441173101085
Hoche;2.4032119887626737, 48.89128939386479;Église de Pantin;2.413119553706935, 48.893163974098265;5 variant 5;4:34;17.207352550021326
Église de Pantin;2.413119553706935, 48.893163974098265;Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;5 variant 5;6:3;22.784060278176423
Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;Bobigny Pablo Picasso;2.449301336646573, 48.90636679503056;5 variant 5;19:50;74.8545991121088
Gare d'Austerlitz;2.364177310691832, 48.84340540952541;Quai de la Rapée;2.365992890937552, 48.84649085420337;5 variant 6;5:14;19.73347643382782
Quai de la Rapée;2.365992890937552, 48.84649085420337;Bastille;2.368922075646989, 48.85328747830434;5 variant 6;11:30;43.397232352491606
Bastille;2.368922075646989, 48.85328747830434;Bréguet-Sabin;2.3703346849773035, 48.8562178110506;5 variant 6;4:58;18.72416958858662
Bréguet-Sabin;2.3703346849773035, 48.8562178110506;Richard-Lenoir;2.3719501400872653, 48.85985966744055;5 variant 6;6:10;23.262552572011767
Richard-Lenoir;2.3719501400872653, 48.85985966744055;Oberkampf;2.3686045625807752, 48.86464456516527;5 variant 6;8:8;30.691118324804766
Oberkampf;2.3686045625807752, 48.86464456516527;République;2.3641925544688656, 48.867732931981166;5 variant 6;5:22;20.252288237891772
République;2.3641925544688656, 48.867732931981166;Jacques Bonsergent;2.3611315892483544, 48.87066646803471;5 variant 6;5:2;18.993784658677196
Jacques Bonsergent;2.3611315892483544, 48.87066646803471;Gare de l'Est;2.35806459441865, 48.87616299446643;5 variant 6;9:20;35.19020347268381
Gare de l'Est;2.35806459441865, 48.87616299446643;Gare du Nord;2.357342884924845, 48.87968001223662;5 variant 6;5:57;22.42257651911816
Gare du Nord;2.357342884924845, 48.87968001223662;Stalingrad;2.367348121277192, 48.8841445128949;5 variant 6;8:10;30.818440791112483
Stalingrad;2.367348121277192, 48.8841445128949;Jaurès;2.371438959985608, 48.88302391342934;5 variant 6;2:18;8.655686229436052
Jaurès;2.371438959985608, 48.88302391342934;Laumière;2.3793909893523923, 48.88513384808583;5 variant 6;4:22;16.482258987588647
Laumière;2.3793909893523923, 48.88513384808583;Ourcq;2.386652016759884, 48.88691595319499;5 variant 6;3:49;14.36319063056946
Ourcq;2.386652016759884, 48.88691595319499;Porte de Pantin;2.3921229723281483, 48.88845921134684;5 variant 6;3:9;11.8896934866308
Porte de Pantin;2.3921229723281483, 48.88845921134684;Hoche;2.4032119887626737, 48.89128939386479;5 variant 6;6:0;22.646441173101085
Hoche;2.4032119887626737, 48.89128939386479;Église de Pantin;2.413119553706935, 48.893163974098265;5 variant 6;4:34;17.207352550021326
Église de Pantin;2.413119553706935, 48.893163974098265;Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;5 variant 6;6:3;22.784060278176423
Bobigny-Pantin - Raymond Queneau;2.426308679232036, 48.89560207433252;Bobigny Pablo Picasso;2.449301336646573, 48.90636679503056;5 variant 6;19:50;74.8545991121088
Mairie des Lilas;2.4162978208011863, 48.87974365006289;Porte des Lilas;2.4065226763982275, 48.87723143067265;11 variant 1;5:13;19.639804352201615
Porte des Lilas;2.4065226763982275, 48.87723143067265;Télégraphe;2.3986480899605933, 48.87551038418075;11 variant 1;3:47;14.226606733026019
Télégraphe;2.3986480899605933, 48.87551038418075;Place des Fêtes;2.393139370360497, 48.87672366197325;11 variant 1;2:39;9.992566536783954
Place des Fêtes;2.393139370360497, 48.87672366197325;Jourdain;2.389325378910096, 48.875247348641416;11 variant 1;2:45;10.375958569890358
Jourdain;2.389325378910096, 48.875247348641416;Pyrénées;2.385202915569532, 48.87381879018058;11 variant 1;2:43;10.242383331177052
Pyrénées;2.385202915569532, 48.87381879018058;Belleville;2.3767396755652395, 48.87194487560341;11 variant 1;4:4;15.29294045712759
Belleville;2.3767396755652395, 48.87194487560341;Goncourt;2.3707644347484003, 48.8700070178386;11 variant 1;3:44;14.03559861615782
Goncourt;2.3707644347484003, 48.8700070178386;République;2.364804805140413, 48.86794303120089;11 variant 1;3:54;14.705853039768636
République;2.364804805140413, 48.86794303120089;Arts et Métiers;2.356535223129095, 48.865380699169286;11 variant 1;4:57;18.64878163126169
Arts et Métiers;2.356535223129095, 48.865380699169286;Rambuteau;2.353273948594772, 48.86119015695036;11 variant 1;7:8;26.924601014895817
Rambuteau;2.353273948594772, 48.86119015695036;Hôtel de Ville;2.3514239919428728, 48.85760073633446;11 variant 1;6:5;22.949698696769104
Hôtel de Ville;2.3514239919428728, 48.85760073633446;Châtelet;2.3478374055687867, 48.85776111354502;11 variant 1;1:2;3.846184111812841
Place des Fêtes;2.393139370360497, 48.87672366197325;Jourdain;2.389325378910096, 48.875247348641416;11 variant 2;2:45;10.375958569890358
Jourdain;2.389325378910096, 48.875247348641416;Pyrénées;2.385202915569532, 48.87381879018058;11 variant 2;2:43;10.242383331177052
Pyrénées;2.385202915569532, 48.87381879018058;Belleville;2.3767396755652395, 48.87194487560341;11 variant 2;4:4;15.29294045712759
Belleville;2.3767396755652395, 48.87194487560341;Goncourt;2.3707644347484003, 48.8700070178386;11 variant 2;3:44;14.03559861615782
Goncourt;2.3707644347484003, 48.8700070178386;République;2.364804805140413, 48.86794303120089;11 variant 2;3:54;14.705853039768636
République;2.364804805140413, 48.86794303120089;Arts et Métiers;2.356535223129095, 48.865380699169286;11 variant 2;4:57;18.64878163126169
Arts et Métiers;2.356535223129095, 48.865380699169286;Rambuteau;2.353273948594772, 48.86119015695036;11 variant 2;7:8;26.924601014895817
Rambuteau;2.353273948594772, 48.86119015695036;Hôtel de Ville;2.3514239919428728, 48.85760073633446;11 variant 2;6:5;22.949698696769104
Hôtel de Ville;2.3514239919428728, 48.85760073633446;Châtelet;2.3478374055687867, 48.85776111354502;11 variant 2;1:2;3.846184111812841
Châtelet;2.347759259772123, 48.8576887395772;Hôtel de Ville;2.35154698561547, 48.85757442237991;11 variant 3;1:4;3.981927557718171
Hôtel de Ville;2.35154698561547, 48.85757442237991;Rambuteau;2.353273948594772, 48.86119015695036;11 variant 3;6:8;23.10635769635969
Rambuteau;2.353273948594772, 48.86119015695036;Arts et Métiers;2.3565081436435467, 48.86529961264491;11 variant 3;7:0;26.40852058252388
Arts et Métiers;2.3565081436435467, 48.86529961264491;République;2.3648796725347783, 48.86788497134881;11 variant 3;5:0;18.829178899910374
République;2.3648796725347783, 48.86788497134881;Goncourt;2.3710788377398995, 48.869936723164365;11 variant 3;3:55;14.755971056213962
Goncourt;2.3710788377398995, 48.869936723164365;Belleville;2.3767396755652395, 48.87194487560341;11 variant 3;3:47;14.271437066104868
Belleville;2.3767396755652395, 48.87194487560341;Pyrénées;2.384883957748741, 48.87381265491752;11 variant 3;4:0;15.03942526763612
Pyrénées;2.384883957748741, 48.87381265491752;Jourdain;2.389325378910096, 48.875247348641416;11 variant 3;2:47;10.44826011182051
Jourdain;2.389325378910096, 48.875247348641416;Place des Fêtes;2.393139370360497, 48.87672366197325;11 variant 3;2:45;10.375958569890358
Place des Fêtes;2.393139370360497, 48.87672366197325;Télégraphe;2.3986752529487725, 48.875519513947125;11 variant 3;2:39;9.96764880715715
Télégraphe;2.3986752529487725, 48.875519513947125;Porte des Lilas;2.4065226763982275, 48.87723143067265;11 variant 3;3:46;14.162003624558865
Porte des Lilas;2.4065226763982275, 48.87723143067265;Mairie des Lilas;2.4163499077398614, 48.879658467973904;11 variant 3;5:6;19.234580460644022
Châtelet;2.347759259772123, 48.8576887395772;Hôtel de Ville;2.35154698561547, 48.85757442237991;11 variant 4;1:4;3.981927557718171
Hôtel de Ville;2.35154698561547, 48.85757442237991;Rambuteau;2.353273948594772, 48.86119015695036;11 variant 4;6:8;23.10635769635969
Rambuteau;2.353273948594772, 48.86119015695036;Arts et Métiers;2.3565081436435467, 48.86529961264491;11 variant 4;7:0;26.40852058252388
Arts et Métiers;2.3565081436435467, 48.86529961264491;République;2.3648796725347783, 48.86788497134881;11 variant 4;5:0;18.829178899910374
République;2.3648796725347783, 48.86788497134881;Goncourt;2.3710788377398995, 48.869936723164365;11 variant 4;3:55;14.755971056213962
Goncourt;2.3710788377398995, 48.869936723164365;Belleville;2.3767396755652395, 48.87194487560341;11 variant 4;3:47;14.271437066104868
Belleville;2.3767396755652395, 48.87194487560341;Pyrénées;2.384883957748741, 48.87381265491752;11 variant 4;4:0;15.03942526763612
Pyrénées;2.384883957748741, 48.87381265491752;Jourdain;2.389325378910096, 48.875247348641416;11 variant 4;2:47;10.44826011182051
Jourdain;2.389325378910096, 48.875247348641416;Place des Fêtes;2.393139370360497, 48.87672366197325;11 variant 4;2:45;10.375958569890358
Place des Fêtes;2.393139370360497, 48.87672366197325;Télégraphe;2.3986752529487725, 48.875519513947125;11 variant 4;2:39;9.96764880715715
Télégraphe;2.3986752529487725, 48.875519513947125;Porte des Lilas;2.4065226763982275, 48.87723143067265;11 variant 4;3:46;14.162003624558865
Porte des Lilas;2.4065226763982275, 48.87723143067265;Télégraphe;2.3986480899605933, 48.87551038418075;11 variant 5;3:47;14.226606733026019
Télégraphe;2.3986480899605933, 48.87551038418075;Place des Fêtes;2.393139370360497, 48.87672366197325;11 variant 5;2:39;9.992566536783954
Place des Fêtes;2.393139370360497, 48.87672366197325;Jourdain;2.389325378910096, 48.875247348641416;11 variant 5;2:45;10.375958569890358
Jourdain;2.389325378910096, 48.875247348641416;Pyrénées;2.385202915569532, 48.87381879018058;11 variant 5;2:43;10.242383331177052
Pyrénées;2.385202915569532, 48.87381879018058;Belleville;2.3767396755652395, 48.87194487560341;11 variant 5;4:4;15.29294045712759
Belleville;2.3767396755652395, 48.87194487560341;Goncourt;2.3707644347484003, 48.8700070178386;11 variant 5;3:44;14.03559861615782
Goncourt;2.3707644347484003, 48.8700070178386;République;2.364804805140413, 48.86794303120089;11 variant 5;3:54;14.705853039768636
République;2.364804805140413, 48.86794303120089;Arts et Métiers;2.356535223129095, 48.865380699169286;11 variant 5;4:57;18.64878163126169
Arts et Métiers;2.356535223129095, 48.865380699169286;Rambuteau;2.353273948594772, 48.86119015695036;11 variant 5;7:8;26.924601014895817
Rambuteau;2.353273948594772, 48.86119015695036;Hôtel de Ville;2.3514239919428728, 48.85760073633446;11 variant 5;6:5;22.949698696769104
Hôtel de Ville;2.3514239919428728, 48.85760073633446;Châtelet;2.3478374055687867, 48.85776111354502;11 variant 5;1:2;3.846184111812841
Porte de Versailles;2.2877417091423347, 48.83251953251351;Corentin Celton;2.2789586605256367, 48.82682329515912;12 variant 1;9:50;37.06344343910672
Corentin Celton;2.2789586605256367, 48.82682329515912;Mairie d'Issy;2.273558168023932, 48.82434428766646;12 variant 1;4:21;16.41977325190061
Mairie d'Aubervilliers;2.3807826993163266, 48.913739225808136;Aimé Césaire;2.378035995881576, 48.90838312983791;12 variant 2;9:6;34.32984686801712
Aimé Césaire;2.378035995881576, 48.90838312983791;Front Populaire;2.365777177193171, 48.90676304816429;12 variant 2;5:10;19.46335308776274
Front Populaire;2.365777177193171, 48.90676304816429;Porte de la Chapelle;2.359103857300198, 48.89741064164834;12 variant 2;15:58;60.22359178634836
Porte de la Chapelle;2.359103857300198, 48.89741064164834;Marx Dormoy;2.359808478084024, 48.89057957856722;12 variant 2;11:32;43.52977533798891
Marx Dormoy;2.359808478084024, 48.89057957856722;Marcadet - Poissonniers;2.3500246218070155, 48.89154760285429;12 variant 2;3:37;13.636493919990835
Marcadet - Poissonniers;2.3500246218070155, 48.89154760285429;Jules Joffrin;2.3443200293804827, 48.892492268201934;12 variant 2;2:29;9.327020522798167
Jules Joffrin;2.3443200293804827, 48.892492268201934;Lamarck - Caulaincourt;2.338463589982122, 48.8896991322768;12 variant 2;5:6;19.227033011474457
Lamarck - Caulaincourt;2.338463589982122, 48.8896991322768;Abbesses;2.338394635220906, 48.88439271799143;12 variant 2;8:58;33.80726971299744
Abbesses;2.338394635220906, 48.88439271799143;Pigalle;2.337211164701128, 48.88202093206733;12 variant 2;4:2;15.17656865440497
Pigalle;2.337211164701128, 48.88202093206733;Saint-Georges;2.3374546190400918, 48.87836199275949;12 variant 2;6:11;23.312857522592243
Saint-Georges;2.3374546190400918, 48.87836199275949;Notre-Dame-de-Lorette;2.3378736192226386, 48.8760350312806;12 variant 2;3:56;14.832986392711595
Notre-Dame-de-Lorette;2.3378736192226386, 48.8760350312806;Trinité - d'Estienne d'Orves;2.333049172418236, 48.87633650730735;12 variant 2;1:34;5.871147684268736
Trinité - d'Estienne d'Orves;2.333049172418236, 48.87633650730735;Saint-Lazare;2.32744775001932, 48.875689121953926;12 variant 2;2:2;7.643782038850992
Saint-Lazare;2.32744775001932, 48.875689121953926;Madeleine;2.325039317039756, 48.8700546880179;12 variant 2;9:33;35.99983042218348
Madeleine;2.325039317039756, 48.8700546880179;Concorde;2.323058362902906, 48.8661808158217;12 variant 2;6:34;24.776331766904214
Concorde;2.323058362902906, 48.8661808158217;Assemblée Nationale;2.320575836647556, 48.86107193952608;12 variant 2;8:40;32.65708080643184
Assemblée Nationale;2.320575836647556, 48.86107193952608;Solférino;2.323075964251541, 48.85853194972854;12 variant 2;4:21;16.392680475881544
Solférino;2.323075964251541, 48.85853194972854;Rue du Bac;2.3256998984524118, 48.85588467848543;12 variant 2;4:32;17.0812855120704
Rue du Bac;2.3256998984524118, 48.85588467848543;Sèvres - Babylone;2.326859663121737, 48.85156530639137;12 variant 2;7:18;27.543583150908947
Sèvres - Babylone;2.326859663121737, 48.85156530639137;Rennes;2.3277871847873874, 48.84833282904063;12 variant 2;5:28;20.614374764398814
Rennes;2.3277871847873874, 48.84833282904063;Notre-Dame des Champs;2.328564944227944, 48.84508150807547;12 variant 2;5:30;20.727751376970765
Notre-Dame des Champs;2.328564944227944, 48.84508150807547;Montparnasse Bienvenue;2.323989185205003, 48.84382361125447;12 variant 2;2:25;9.11837685374494
Montparnasse Bienvenue;2.323989185205003, 48.84382361125447;Falguière;2.317551235617027, 48.844317683534335;12 variant 2;1:50;6.868182405047603
Falguière;2.317551235617027, 48.844317683534335;Pasteur;2.3126518981045816, 48.84282366881032;12 variant 2;2:49;10.584726316543403
Pasteur;2.3126518981045816, 48.84282366881032;Volontaires;2.3079833805768515, 48.84141172841498;12 variant 2;2:39;10.000401168121911
Volontaires;2.3079833805768515, 48.84141172841498;Vaugirard;2.3010745156545456, 48.8394379180769;12 variant 2;3:45;14.106472088107775
Vaugirard;2.3010745156545456, 48.8394379180769;Convention;2.2963913864809173, 48.83713505380496;12 variant 2;4:3;15.280188614957044
Convention;2.2963913864809173, 48.83713505380496;Porte de Versailles;2.2877417091423347, 48.83251953251351;12 variant 2;8:4;30.39602080682104
Porte de Versailles;2.2877417091423347, 48.83251953251351;Corentin Celton;2.2789586605256367, 48.82682329515912;12 variant 2;9:50;37.06344343910672
Corentin Celton;2.2789586605256367, 48.82682329515912;Mairie d'Issy;2.273558168023932, 48.82434428766646;12 variant 2;4:21;16.41977325190061
Mairie d'Issy;2.273560674093182, 48.82416442588802;Corentin Celton;2.2789586605256367, 48.82682329515912;12 variant 3;4:39;17.52346001258365
Corentin Celton;2.2789586605256367, 48.82682329515912;Porte de Versailles;2.28813294509322, 48.83230151439446;12 variant 3;9:29;35.77538128583309
Porte de Versailles;2.28813294509322, 48.83230151439446;Convention;2.2963642614342694, 48.837125900521;12 variant 3;8:23;31.59537976256657
Convention;2.2963642614342694, 48.837125900521;Vaugirard;2.3010745156545456, 48.8394379180769;12 variant 3;4:4;15.343054971656624
Vaugirard;2.3010745156545456, 48.8394379180769;Volontaires;2.3079833805768515, 48.84141172841498;12 variant 3;3:45;14.106472088107775
Volontaires;2.3079833805768515, 48.84141172841498;Pasteur;2.3126518981045816, 48.84282366881032;12 variant 3;2:39;10.000401168121911
Pasteur;2.3126518981045816, 48.84282366881032;Falguière;2.317551235617027, 48.844317683534335;12 variant 3;2:49;10.584726316543403
Falguière;2.317551235617027, 48.844317683534335;Montparnasse Bienvenue;2.32392211008296, 48.84374228942691;12 variant 3;1:53;7.064691648487577
Montparnasse Bienvenue;2.32392211008296, 48.84374228942691;Notre-Dame des Champs;2.3286958054987075, 48.845077745637816;12 variant 3;2:34;9.642070910953311
Notre-Dame des Champs;2.3286958054987075, 48.845077745637816;Rennes;2.32802068556793, 48.84819024311401;12 variant 3;5:16;19.8404048955878
Rennes;2.32802068556793, 48.84819024311401;Sèvres - Babylone;2.326886801039095, 48.85157445264095;12 variant 3;5:44;21.589691623720107
Sèvres - Babylone;2.326886801039095, 48.85157445264095;Rue du Bac;2.3256727584985164, 48.85587553200213;12 variant 3;7:16;27.429536493242182
Rue du Bac;2.3256727584985164, 48.85587553200213;Solférino;2.323102988298513, 48.85855008964175;12 variant 3;4:35;17.244301184373754
Solférino;2.323102988298513, 48.85855008964175;Assemblée Nationale;2.3206896796944263, 48.861122050080816;12 variant 3;4:24;16.579761353336515
Assemblée Nationale;2.3206896796944263, 48.861122050080816;Concorde;2.323181449571859, 48.86615003482594;12 variant 3;8:31;32.144293130260394
Concorde;2.323181449571859, 48.86615003482594;Madeleine;2.325169929034193, 48.87003294090397;12 variant 3;6:35;24.834362319575185
Madeleine;2.325169929034193, 48.87003294090397;Saint-Lazare;2.327470237303278, 48.875594817796994;12 variant 3;9:25;35.52971396542365
Saint-Lazare;2.327470237303278, 48.875594817796994;Trinité - d'Estienne d'Orves;2.333030634158166, 48.87625096700832;12 variant 3;2:2;7.63194755255687
Trinité - d'Estienne d'Orves;2.333030634158166, 48.87625096700832;Notre-Dame-de-Lorette;2.337900771823332, 48.87604417483004;12 variant 3;1:32;5.752370113642458
Notre-Dame-de-Lorette;2.337900771823332, 48.87604417483004;Saint-Georges;2.3375706403796697, 48.87841659490173;12 variant 3;4:1;15.119509746530364
Saint-Georges;2.3375706403796697, 48.87841659490173;Pigalle;2.3371840091053384, 48.88201178841109;12 variant 3;6:5;22.909483906903322
Pigalle;2.3371840091053384, 48.88201178841109;Abbesses;2.338367478180517, 48.884383574623314;12 variant 3;4:2;15.176564016540556
Abbesses;2.338367478180517, 48.884383574623314;Lamarck - Caulaincourt;2.3385838243831936, 48.88968180996681;12 variant 3;8:57;33.756085539471364
Lamarck - Caulaincourt;2.3385838243831936, 48.88968180996681;Jules Joffrin;2.3443200293804827, 48.892492268201934;12 variant 3;5:7;19.27329275695864
Jules Joffrin;2.3443200293804827, 48.892492268201934;Marcadet - Poissonniers;2.3499794329782024, 48.89145292865467;12 variant 3;2:34;9.684654290600204
Marcadet - Poissonniers;2.3499794329782024, 48.89145292865467;Marx Dormoy;2.359945883178033, 48.89060729278663;12 variant 3;3:35;13.507976221463714
Marx Dormoy;2.359945883178033, 48.89060729278663;Porte de la Chapelle;2.359248542310361, 48.89740242267042;12 variant 3;11:29;43.30070632753752
Porte de la Chapelle;2.359248542310361, 48.89740242267042;Front Populaire;2.365792023989413, 48.90666420278779;12 variant 3;15:48;59.6273438347553
Front Populaire;2.365792023989413, 48.90666420278779;Aimé Césaire;2.37813084516706, 48.90843758066954;12 variant 3;5:20;20.085943207076824
Aimé Césaire;2.37813084516706, 48.90843758066954;Mairie d'Aubervilliers;2.3808510232809863, 48.91373058592168;12 variant 3;9:0;33.9263840213244
Porte de Versailles;2.28813294509322, 48.83230151439446;Convention;2.2963642614342694, 48.837125900521;12 variant 4;8:23;31.59537976256657
Convention;2.2963642614342694, 48.837125900521;Vaugirard;2.3010745156545456, 48.8394379180769;12 variant 4;4:4;15.343054971656624
Vaugirard;2.3010745156545456, 48.8394379180769;Volontaires;2.3079833805768515, 48.84141172841498;12 variant 4;3:45;14.106472088107775
Volontaires;2.3079833805768515, 48.84141172841498;Pasteur;2.3126518981045816, 48.84282366881032;12 variant 4;2:39;10.000401168121911
Pasteur;2.3126518981045816, 48.84282366881032;Falguière;2.317551235617027, 48.844317683534335;12 variant 4;2:49;10.584726316543403
Falguière;2.317551235617027, 48.844317683534335;Montparnasse Bienvenue;2.32392211008296, 48.84374228942691;12 variant 4;1:53;7.064691648487577
Montparnasse Bienvenue;2.32392211008296, 48.84374228942691;Notre-Dame des Champs;2.3286958054987075, 48.845077745637816;12 variant 4;2:34;9.642070910953311
Notre-Dame des Champs;2.3286958054987075, 48.845077745637816;Rennes;2.32802068556793, 48.84819024311401;12 variant 4;5:16;19.8404048955878
Rennes;2.32802068556793, 48.84819024311401;Sèvres - Babylone;2.326886801039095, 48.85157445264095;12 variant 4;5:44;21.589691623720107
Sèvres - Babylone;2.326886801039095, 48.85157445264095;Rue du Bac;2.3256727584985164, 48.85587553200213;12 variant 4;7:16;27.429536493242182
Rue du Bac;2.3256727584985164, 48.85587553200213;Solférino;2.323102988298513, 48.85855008964175;12 variant 4;4:35;17.244301184373754
Solférino;2.323102988298513, 48.85855008964175;Assemblée Nationale;2.3206896796944263, 48.861122050080816;12 variant 4;4:24;16.579761353336515
Assemblée Nationale;2.3206896796944263, 48.861122050080816;Concorde;2.323181449571859, 48.86615003482594;12 variant 4;8:31;32.144293130260394
Concorde;2.323181449571859, 48.86615003482594;Madeleine;2.325169929034193, 48.87003294090397;12 variant 4;6:35;24.834362319575185
Madeleine;2.325169929034193, 48.87003294090397;Saint-Lazare;2.327470237303278, 48.875594817796994;12 variant 4;9:25;35.52971396542365
Saint-Lazare;2.327470237303278, 48.875594817796994;Trinité - d'Estienne d'Orves;2.333030634158166, 48.87625096700832;12 variant 4;2:2;7.63194755255687
Trinité - d'Estienne d'Orves;2.333030634158166, 48.87625096700832;Notre-Dame-de-Lorette;2.337900771823332, 48.87604417483004;12 variant 4;1:32;5.752370113642458
Notre-Dame-de-Lorette;2.337900771823332, 48.87604417483004;Saint-Georges;2.3375706403796697, 48.87841659490173;12 variant 4;4:1;15.119509746530364
Saint-Georges;2.3375706403796697, 48.87841659490173;Pigalle;2.3371840091053384, 48.88201178841109;12 variant 4;6:5;22.909483906903322
Pigalle;2.3371840091053384, 48.88201178841109;Abbesses;2.338367478180517, 48.884383574623314;12 variant 4;4:2;15.176564016540556
Abbesses;2.338367478180517, 48.884383574623314;Lamarck - Caulaincourt;2.3385838243831936, 48.88968180996681;12 variant 4;8:57;33.756085539471364
Lamarck - Caulaincourt;2.3385838243831936, 48.88968180996681;Jules Joffrin;2.3443200293804827, 48.892492268201934;12 variant 4;5:7;19.27329275695864
Jules Joffrin;2.3443200293804827, 48.892492268201934;Marcadet - Poissonniers;2.3499794329782024, 48.89145292865467;12 variant 4;2:34;9.684654290600204
Marcadet - Poissonniers;2.3499794329782024, 48.89145292865467;Marx Dormoy;2.359945883178033, 48.89060729278663;12 variant 4;3:35;13.507976221463714
Marx Dormoy;2.359945883178033, 48.89060729278663;Porte de la Chapelle;2.359248542310361, 48.89740242267042;12 variant 4;11:29;43.30070632753752
Porte de la Chapelle;2.359248542310361, 48.89740242267042;Front Populaire;2.365792023989413, 48.90666420278779;12 variant 4;15:48;59.6273438347553
Front Populaire;2.365792023989413, 48.90666420278779;Aimé Césaire;2.37813084516706, 48.90843758066954;12 variant 4;5:20;20.085943207076824
Aimé Césaire;2.37813084516706, 48.90843758066954;Mairie d'Aubervilliers;2.3808510232809863, 48.91373058592168;12 variant 4;9:0;33.9263840213244
Gambetta;2.398537305704572, 48.865032564464;Pelleport;2.40160636134298, 48.86842046799948;3B variant 1;5:48;21.84232064023704
Pelleport;2.40160636134298, 48.86842046799948;Saint-Fargeau;2.4044981831688688, 48.87184337222297;3B variant 1;5:51;22.04313606127481
Saint-Fargeau;2.4044981831688688, 48.87184337222297;Porte des Lilas;2.4070619733807948, 48.87656859902798;3B variant 1;8:1;30.245343829590396
Porte des Lilas;2.4069512666209, 48.87663999703494;Saint-Fargeau;2.404361344448241, 48.87188765807701;3B variant 2;8:4;30.420230067889676
Saint-Fargeau;2.404361344448241, 48.87188765807701;Pelleport;2.4014967922879253, 48.86846488701483;3B variant 2;5:51;22.03800862509927
